|Option|Type|Default Value|Description|
|ingressProxy.configMap.kubeResourceOverride.NAME|interface||override fields in the generated resource by specifying the yaml structure to override under the top-level key.|
|ingressProxy.tracing|string|||
|ingressProxy.loopBackAddress|string|127.0.0.1|Name on which to bind the loop-back interface for this instance of Envoy. Defaults to 127.0.0.1, but other common values may be localhost or ::1|
|ingressProxy.label|string|ingress-proxy|Value for label gloo. Use a unique value to use several ingress proxy instances in the same cluster. Default is ingress-proxy|
|ingressProxy.service.type|string|LoadBalancer|K8s service type|
|ingressProxy.service.extraAnnotations.NAME|string||extra annotations to add to the service|
|ingressProxy.service.loadBalancerIP|string||IP address of the load balancer|
|ingressProxy.service.httpPort|int|80|HTTP port for the knative/ingress proxy service|
|ingressProxy.service.httpsPort|int|443|HTTPS port for the knative/ingress proxy service|
|ingressProxy.service.kubeResourceOverride.NAME|interface||override fields in the generated resource by specifying the yaml structure to override under the top-level key.|
|k8s.clusterName|string|cluster.local|cluster name to use when referencing services.|
|accessLogger.image.tag|string|<release_version, ex: 1.2.3>|The image tag for the container.|
|accessLogger.image.repository|string|access-logger|The image repository (name) for the container.|
|accessLogger.image.digest|string||The hash digest of the container's image, ie. sha256:12345....|
|accessLogger.image.fipsDigest|string||The hash digest of the container's fips image, ie. sha256:12345....  Only consumed if fips=true|
|accessLogger.image.registry|string||The image hostname prefix and registry, such as quay.io/solo-io.|
|accessLogger.image.pullPolicy|string||The image pull policy for the container. For default values, see the Kubernetes docs: https://kubernetes.io/docs/concepts/containers/images/#imagepullpolicy-defaulting|
|accessLogger.image.pullSecret|string||The image pull secret to use for the container, in the same namespace as the container pod.|
|accessLogger.image.extended|bool||If true, deploys an extended version of the container with additional debug tools.|
|accessLogger.image.fips|bool||If true, deploys a version of the data-plane containers that is built with FIPS-compliant crypto libraries. (Enterprise-only feature.)|
|accessLogger.port|uint|8083||
|accessLogger.serviceName|string|AccessLog||
|accessLogger.enabled|bool|false||
|accessLogger.stats.enabled|bool|true|Controls whether or not Envoy stats are enabled|
|accessLogger.stats.routePrefixRewrite|string||The Envoy stats endpoint to which the metrics are written|
|accessLogger.stats.setDatadogAnnotations|bool||Sets the default datadog annotations|
|accessLogger.stats.enableStatsRoute|bool||Enables an additional route to the stats cluster defaulting to /stats|
|accessLogger.stats.statsPrefixRewrite|string||The Envoy stats endpoint with general metrics for the additional stats route|
|accessLogger.stats.serviceMonitorEnabled|bool||Whether or not to expose an http-monitoring port that can be scraped by a Prometheus Service Monitor. Requires that 'enabled' is also true|
|accessLogger.stats.podMonitorEnabled|bool||Whether or not to expose an http-monitoring port that can be scraped by a Prometheus Pod Monitor. Requires that 'enabled' is also true|
|accessLogger.runAsUser|float64||Explicitly set the user ID for the processes in the container to run as. Default is 10101.|
|accessLogger.fsGroup|float64||Explicitly set the group ID for volume ownership. Default is 10101|
|accessLogger.extraAccessLoggerLabels.NAME|string||Optional extra key-value pairs to add to the spec.template.metadata.labels data of the access logger deployment.|
|accessLogger.extraAccessLoggerAnnotations.NAME|string||Optional extra key-value pairs to add to the spec.template.metadata.annotations data of the access logger deployment.|
|accessLogger.service.kubeResourceOverride.NAME|interface||override fields in the generated resource by specifying the yaml structure to override under the top-level key.|
|accessLogger.deployment.kubeResourceOverride.NAME|interface||override fields in the generated resource by specifying the yaml structure to override under the top-level key.|
|accessLogger.replicas|int|1|number of instances to deploy|
|accessLogger.customEnv[].name|string|||
|accessLogger.customEnv[].value|string|||
|accessLogger.customEnv[].valueFrom.fieldRef.apiVersion|string|||
|accessLogger.customEnv[].valueFrom.fieldRef.fieldPath|string|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.containerName|string|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.resource|string|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor|int64|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor|int32|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor|bool|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor[]|uint|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor[]|int32|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor[]|string|||
|accessLogger.customEnv[].valueFrom.resourceFieldRef.divisor[]|string|||
|accessLogger.customEnv[].valueFrom.configMapKeyRef.name|string|||
|accessLogger.customEnv[].valueFrom.configMapKeyRef.key|string|||
|accessLogger.customEnv[].valueFrom.configMapKeyRef.optional|bool|||
|accessLogger.customEnv[].valueFrom.secretKeyRef.name|string|||
|accessLogger.customEnv[].valueFrom.secretKeyRef.key|string|||
|accessLogger.customEnv[].valueFrom.secretKeyRef.optional|bool|||
|accessLogger.restartPolicy|string||restart policy to use when the pod exits|
|accessLogger.priorityClassName|string||name of a defined priority class|
|accessLogger.nodeName|string||name of node to run on|
|accessLogger.nodeSelector.NAME|string||label selector for nodes|
|accessLogger.tolerations[].key|string|||
|accessLogger.tolerations[].operator|string|||
|accessLogger.tolerations[].value|string|||
|accessLogger.tolerations[].effect|string|||
|accessLogger.tolerations[].tolerationSeconds|int64|||
|accessLogger.affinity.NAME|interface|||
|accessLogger.hostAliases[]|interface|||
|accessLogger.initContainers[]|interface||[InitContainers](https://kubernetes.io/docs/reference/kubernetes-api/workload-resources/pod-v1/#containers) to be added to the array of initContainers on the deployment.|
|accessLogger.resources.limits.memory|string||amount of memory|
|accessLogger.resources.limits.cpu|string||amount of CPUs|
|accessLogger.resources.requests.memory|string||amount of memory|
|accessLogger.resources.requests.cpu|string||amount of CPUs|
|accessLogger.kubeResourceOverride.NAME|interface||override fields in the generated resource by specifying the yaml structure to override under the top-level key.|
|global.image.tag|string||The image tag for the container.|
|global.image.repository|string||The image repository (name) for the container.|
|global.image.digest|string||The hash digest of the container's image, ie. sha256:12345....|
|global.image.fipsDigest|string||The hash digest of the container's fips image, ie. sha256:12345....  Only consumed if fips=true|
|global.image.registry|string|quay.io/solo-io|The image hostname prefix and registry, such as quay.io/solo-io.|
|global.image.pullPolicy|string|IfNotPresent|The image pull policy for the container. For default values, see the Kubernetes docs: https://kubernetes.io/docs/concepts/containers/images/#imagepullpolicy-defaulting|
|global.image.pullSecret|string||The image pull secret to use for the container, in the same namespace as the container pod.|
|global.image.extended|bool|false|If true, deploys an extended version of the container with additional debug tools.|
|global.image.fips|bool||If true, deploys a version of the data-plane containers that is built with FIPS-compliant crypto libraries. (Enterprise-only feature.)|
|global.extensions|interface|||
|global.glooRbac.create|bool|true|create rbac rules for the gloo-system service account|
|global.glooRbac.namespaced|bool|false|use Roles instead of ClusterRoles|
|global.glooRbac.nameSuffix|string||When nameSuffix is nonempty, append '-$nameSuffix' to the names of Gloo Edge RBAC resources; e.g. when nameSuffix is 'foo', the role 'gloo-resource-reader' will become 'gloo-resource-reader-foo'|
|global.glooStats.enabled|bool|true|Controls whether or not Envoy stats are enabled|
|global.glooStats.routePrefixRewrite|string|/stats/prometheus|The Envoy stats endpoint to which the metrics are written|
|global.glooStats.setDatadogAnnotations|bool|false|Sets the default datadog annotations|
|global.glooStats.enableStatsRoute|bool|false|Enables an additional route to the stats cluster defaulting to /stats|
|global.glooStats.statsPrefixRewrite|string|/stats|The Envoy stats endpoint with general metrics for the additional stats route|
|global.glooStats.serviceMonitorEnabled|bool||Whether or not to expose an http-monitoring port that can be scraped by a Prometheus Service Monitor. Requires that 'enabled' is also true|
|global.glooStats.podMonitorEnabled|bool||Whether or not to expose an http-monitoring port that can be scraped by a Prometheus Pod Monitor. Requires that 'enabled' is also true|
|global.glooMtls.enabled|bool|false|Enables internal mtls authentication|
|global.glooMtls.sds.image.tag|string|<release_version, ex: 1.2.3>|The image tag for the container.|
|global.glooMtls.sds.image.repository|string|sds|The image repository (name) for the container.|
|global.glooMtls.sds.image.digest|string||The hash digest of the container's image, ie. sha256:12345....|
|global.glooMtls.sds.image.fipsDigest|string||The hash digest of the container's fips image, ie. sha256:12345....  Only consumed if fips=true|
|global.glooMtls.sds.image.registry|string||The image hostname prefix and registry, such as quay.io/solo-io.|
|global.glooMtls.sds.image.pullPolicy|string||The image pull policy for the container. For default values, see the Kubernetes docs: https://kubernetes.io/docs/concepts/containers/images/#imagepullpolicy-defaulting|
|global.glooMtls.sds.image.pullSecret|string||The image pull secret to use for the container, in the same namespace as the container pod.|
|global.glooMtls.sds.image.extended|bool||If true, deploys an extended version of the container with additional debug tools.|
|global.glooMtls.sds.image.fips|bool||If true, deploys a version of the data-plane containers that is built with FIPS-compliant crypto libraries. (Enterprise-only feature.)|
|global.glooMtls.sds.securityContext.capabilities.add[]|string|||
|global.glooMtls.sds.securityContext.capabilities.drop[]|string|||
|global.glooMtls.sds.securityContext.privileged|bool|||
|global.glooMtls.sds.securityContext.seLinuxOptions.user|string|||
|global.glooMtls.sds.securityContext.seLinuxOptions.role|string|||
|global.glooMtls.sds.securityContext.seLinuxOptions.type|string|||
|global.glooMtls.sds.securityContext.seLinuxOptions.level|string|||
|global.glooMtls.sds.securityContext.windowsOptions.gmsaCredentialSpecName|string|||
|global.glooMtls.sds.securityContext.windowsOptions.gmsaCredentialSpec|string|||
|global.glooMtls.sds.securityContext.windowsOptions.runAsUserName|string|||
|global.glooMtls.sds.securityContext.windowsOptions.hostProcess|bool|||
|global.glooMtls.sds.securityContext.runAsUser|int64|||
|global.glooMtls.sds.securityContext.runAsGroup|int64|||
|global.glooMtls.sds.securityContext.runAsNonRoot|bool|||
|global.glooMtls.sds.securityContext.readOnlyRootFilesystem|bool|||
|global.glooMtls.sds.securityContext.allowPrivilegeEscalation|bool|||
|global.glooMtls.sds.securityContext.procMount|string|||
|global.glooMtls.sds.securityContext.seccompProfile.type|string|||
|global.glooMtls.sds.securityContext.seccompProfile.localhostProfile|string|||
|global.glooMtls.sds.securityContext.mergePolicy|string||How to combine the defined security policy with the default security policy. Valid values are "", "no-merge", and "helm-merge". If defined as an empty string or "no-merge", use the defined security context as is.  If "helm-merge", merge this security context with the default security context according to the logic of [the helm 'merge' function](https://helm.sh/docs/chart_template_guide/function_list/#merge-mustmerge). This is intended to be used to modify a field in a security context, while using all other default values. Please note that due to how helm's 'merge' function works, you can not override a 'true' value with a 'false' value, and for that case you will need to define the entire security context and set this values to false. Default value is "".|
|global.glooMtls.envoy.image.tag|string|<release_version, ex: 1.2.3>|The image tag for the container.|
|global.glooMtls.envoy.image.repository|string|gloo-envoy-wrapper|The image repository (name) for the container.|
|global.glooMtls.envoy.image.digest|string||The hash digest of the container's image, ie. sha256:12345....|
|global.glooMtls.envoy.image.fipsDigest|string||The hash digest of the container's fips image, ie. sha256:12345....  Only consumed if fips=true|
|global.glooMtls.envoy.image.registry|string||The image hostname prefix and registry, such as quay.io/solo-io.|
|global.glooMtls.envoy.image.pullPolicy|string||The image pull policy for the container. For default values, see the Kubernetes docs: https://kubernetes.io/docs/concepts/containers/images/#imagepullpolicy-defaulting|
|global.glooMtls.envoy.image.pullSecret|string||The image pull secret to use for the container, in the same namespace as the container pod.|
|global.glooMtls.envoy.image.extended|bool||If true, deploys an extended version of the container with additional debug tools.|
|global.glooMtls.envoy.image.fips|bool||If true, deploys a version of the data-plane containers that is built with FIPS-compliant crypto libraries. (Enterprise-only feature.)|
|global.glooMtls.envoy.securityContext.capabilities.add[]|string|||
|global.glooMtls.envoy.securityContext.capabilities.drop[]|string|||
|global.glooMtls.envoy.securityContext.privileged|bool|||
|global.glooMtls.envoy.securityContext.seLinuxOptions.user|string|||
|global.glooMtls.envoy.securityContext.seLinuxOptions.role|string|||
|global.glooMtls.envoy.securityContext.seLinuxOptions.type|string|||
|global.glooMtls.envoy.securityContext.seLinuxOptions.level|string|||
|global.glooMtls.envoy.securityContext.windowsOptions.gmsaCredentialSpecName|string|||
|global.glooMtls.envoy.securityContext.windowsOptions.gmsaCredentialSpec|string|||
|global.glooMtls.envoy.securityContext.windowsOptions.runAsUserName|string|||
|global.glooMtls.envoy.securityContext.windowsOptions.hostProcess|bool|||
|global.glooMtls.envoy.securityContext.runAsUser|int64|||
|global.glooMtls.envoy.securityContext.runAsGroup|int64|||
|global.glooMtls.envoy.securityContext.runAsNonRoot|bool|||
|global.glooMtls.envoy.securityContext.readOnlyRootFilesystem|bool|||
|global.glooMtls.envoy.securityContext.allowPrivilegeEscalation|bool|||
|global.glooMtls.envoy.securityContext.procMount|string|||
|global.glooMtls.envoy.securityContext.seccompProfile.type|string|||
|global.glooMtls.envoy.securityContext.seccompProfile.localhostProfile|string|||
|global.glooMtls.envoy.securityContext.mergePolicy|string||How to combine the defined security policy with the default security policy. Valid values are "", "no-merge", and "helm-merge". If defined as an empty string or "no-merge", use the defined security context as is.  If "helm-merge", merge this security context with the default security context according to the logic of [the helm 'merge' function](https://helm.sh/docs/chart_template_guide/function_list/#merge-mustmerge). This is intended to be used to modify a field in a security context, while using all other default values. Please note that due to how helm's 'merge' function works, you can not override a 'true' value with a 'false' value, and for that case you will need to define the entire security context and set this values to false. Default value is "".|
|global.glooMtls.istioProxy.image.tag|string|1.18.2|The image tag for the container.|
|global.glooMtls.istioProxy.image.repository|string|proxyv2|The image repository (name) for the container.|
|global.glooMtls.istioProxy.image.digest|string||The hash digest of the container's image, ie. sha256:12345....|
|global.glooMtls.istioProxy.image.fipsDigest|string||The hash digest of the container's fips image, ie. sha256:12345....  Only consumed if fips=true|
|global.glooMtls.istioProxy.image.registry|string|docker.io/istio|The image hostname prefix and registry, such as quay.io/solo-io.|
|global.glooMtls.istioProxy.image.pullPolicy|string||The image pull policy for the container. For default values, see the Kubernetes docs: https://kubernetes.io/docs/concepts/containers/images/#imagepullpolicy-defaulting|
|global.glooMtls.istioProxy.image.pullSecret|string||The image pull secret to use for the container, in the same namespace as the container pod.|
|global.glooMtls.istioProxy.image.extended|bool||If true, deploys an extended version of the container with additional debug tools.|
|global.glooMtls.istioProxy.image.fips|bool||If true, deploys a version of the data-plane containers that is built with FIPS-compliant crypto libraries. (Enterprise-only feature.)|
|global.glooMtls.istioProxy.securityContext.capabilities.add[]|string|||
|global.glooMtls.istioProxy.securityContext.capabilities.drop[]|string|||
|global.glooMtls.istioProxy.securityContext.privileged|bool|||
|global.glooMtls.istioProxy.securityContext.seLinuxOptions.user|string|||
|global.glooMtls.istioProxy.securityContext.seLinuxOptions.role|string|||
|global.glooMtls.istioProxy.securityContext.seLinuxOptions.type|string|||
|global.glooMtls.istioProxy.securityContext.seLinuxOptions.level|string|||
|global.glooMtls.istioProxy.securityContext.windowsOptions.gmsaCredentialSpecName|string|||
|global.glooMtls.istioProxy.securityContext.windowsOptions.gmsaCredentialSpec|string|||
|global.glooMtls.istioProxy.securityContext.windowsOptions.runAsUserName|string|||
|global.glooMtls.istioProxy.securityContext.windowsOptions.hostProcess|bool|||
|global.glooMtls.istioProxy.securityContext.runAsUser|int64|||
|global.glooMtls.istioProxy.securityContext.runAsGroup|int64|||
|global.glooMtls.istioProxy.securityContext.runAsNonRoot|bool|||
|global.glooMtls.istioProxy.securityContext.readOnlyRootFilesystem|bool|||
|global.glooMtls.istioProxy.securityContext.allowPrivilegeEscalation|bool|||
|global.glooMtls.istioProxy.securityContext.procMount|string|||
|global.glooMtls.istioProxy.securityContext.seccompProfile.type|string|||
|global.glooMtls.istioProxy.securityContext.seccompProfile.localhostProfile|string|||
|global.glooMtls.istioProxy.securityContext.mergePolicy|string||How to combine the defined security policy with the default security policy. Valid values are "", "no-merge", and "helm-merge". If defined as an empty string or "no-merge", use the defined security context as is.  If "helm-merge", merge this security context with the default security context according to the logic of [the helm 'merge' function](https://helm.sh/docs/chart_template_guide/function_list/#merge-mustmerge). This is intended to be used to modify a field in a security context, while using all other default values. Please note that due to how helm's 'merge' function works, you can not override a 'true' value with a 'false' value, and for that case you will need to define the entire security context and set this values to false. Default value is "".|
|global.glooMtls.envoySidecarResources.limits.memory|string||amount of memory|
|global.glooMtls.envoySidecarResources.limits.cpu|string||amount of CPUs|
|global.glooMtls.envoySidecarResources.requests.memory|string||amount of memory|
|global.glooMtls.envoySidecarResources.requests.cpu|string||amount of CPUs|
|global.glooMtls.sdsResources.limits.memory|string||amount of memory|
|global.glooMtls.sdsResources.limits.cpu|string||amount of CPUs|
|global.glooMtls.sdsResources.requests.memory|string||amount of memory|
|global.glooMtls.sdsResources.requests.cpu|string||amount of CPUs|
|global.istioSDS.enabled|bool|false|Enables SDS cert-rotator sidecar for istio mTLS cert rotation|
|global.istioSDS.customSidecars[]|interface||Override the default Istio sidecar in gateway-proxy with a custom container. Ignored if IstioSDS.enabled is false|
|global.istioIntegration.labelInstallNamespace|bool|false|If creating a namespace for Gloo, include the 'istio-injection: enabled' label (or 'istio.io/rev=' if 'istioSidecarRevTag' field is also set) to allow Istio sidecar injection for Gloo pods. Be aware that Istio's default injection behavior will auto-inject a sidecar into all pods in such a marked namespace. Disabling this behavior in Istio's configs or using gloo's global.istioIntegration.disableAutoinjection flag is recommended.|
|global.istioIntegration.whitelistDiscovery|bool|false|Annotate the discovery pod for Istio sidecar injection to ensure that it gets a sidecar even when namespace-wide auto-injection is disabled. Generally only needed for FDS is enabled.|
|global.istioIntegration.disableAutoinjection|bool|false|Annotate all pods (excluding those whitelisted by other config values) to with an explicit 'do not inject' annotation to prevent Istio from adding sidecars to all pods. It's recommended that this be set to true, as some pods do not immediately work with an Istio sidecar without extra manual configuration.|
|global.istioIntegration.enableIstioSidecarOnGateway|bool|false|Enable Istio sidecar injection on the gateway-proxy deployment. Ignored if LabelInstallNamespace is not 'true'. Ignored if DisableAutoInjection is 'true'.|
|global.istioIntegration.istioSidecarRevTag|string||Value of revision tag for Istio sidecar injection on the gateway-proxy and discovery deployments (when enabled with LabelInstallNamespace, WhitelistDiscovery or EnableIstioSidecarOnGateway). If set, applies the label 'istio.io/rev:<rev>' instead of 'sidecar.istio.io/inject' or 'istio-injection:enabled'. Ignored if DisableAutoInjection is 'true'.|
|global.extraSpecs|bool||Add additional specs to include in the settings manifest, as defined by a helm partial. Defaults to false in open source, and true in enterprise.|
|global.extauthCustomYaml|bool|true|Inject whatever yaml exists in .Values.global.extensions.extAuth into settings.spec.extauth, instead of structured yaml (which is enterprise only). Defaults to true in open source, and false in enterprise|
|global.console|interface||Configuration options for the Enterprise Console (UI).|
|global.graphql|interface||(Enterprise Only): GraphQL configuration options.|
|global.configMaps[].name|string||Name of the ConfigMap to create (required).|
|global.configMaps[].namespace|string||Namespace in which to create the ConfigMap. If empty, defaults to Gloo Edge install namespace.|
|global.configMaps[].data.NAME|string||Key-value pairs of ConfigMap data.|
